,name,author,num_page,language,user_rating,rating_num,reviews,genre_1,genre_2,genre_3,year,publisher
5652,The Time of My Life,Cecelia Ahern,392,English,3.86,20823,1779,Chick Lit,Romance,Fiction,2011,HarperCollins
5653,Being and Nothingness,Jean-Paul Sartre,688,English,3.98,30166,504,Philosophy,Nonfiction,Classics,1943,Routledge
5654,Burmese Days,George Orwell,276,English,3.87,26322,1760,Fiction,Classics,Historical Fiction,1934,1st World Library
5655,Murder on the Naval Base,Behcet Kaya,229,English,4.32,5930,43,Novels,Contemporary,Drama,2011,BookBaby
5656,Made to Stick: Why Some Ideas Survive and Others Die,Chip Heath,291,English,3.98,89573,3171,Business,Nonfiction,Psychology,2006,Random House
5657,The Natural,Bernard Malamud,231,English,3.62,11236,938,Fiction,Sports,Baseball,1952,"Farrar, Straus and Giroux"
5658,Romancing Mister Bridgerton,Julia Quinn,370,English,3.94,228475,16877,Romance,Historical Romance,Historical,2002,Avon
5659,Sing You Home,Jodi Picoult,466,English,3.8,88647,7358,Fiction,LGBT,Contemporary,2011,Atria Books
5660,Storm Warning,Linda Sue Park,190,English,4.0,46634,722,Mystery,Adventure,Middle Grade,2010,Scholastic Inc.
5661,Escaping Destiny,Amelia Hutchins,363,English,4.32,25099,1326,Fantasy,Paranormal,Fae,2014,Amelia Hutchins 
5662,Fate,Amanda Hocking,286,English,3.97,21300,741,Vampires,Young Adult,Paranormal,2010,Createspace Independent Publishing Platform
5663,A Life on Our Planet: My Witness Statement and a Vision for the Future,Sir David Attenborough,272,English,4.52,25217,2966,Nonfiction,Science,Nature,2020,Grand Central Publishing
5664,Addicted After All,Krista Ritchie,534,English,4.49,32792,3978,Romance,New Adult,Contemporary,2014,K.B. Ritchie
5665,Death Be Not Proud,John Gunther,206,English,3.85,12081,733,Nonfiction,Classics,Memoir,1949,Harper Perennial Modern Classics
5666,The Temple of My Familiar,Alice Walker,417,English,4.05,14207,564,Fiction,African American,Feminism,1989,W\u0026N
5667,Pants on Fire,Meg Cabot,260,English,3.65,17862,773,Young Adult,Romance,Chick Lit,2007,Harper Teen
5668,The Problem with Forever,Jennifer L. Armentrout,474,English,3.99,57182,6877,Romance,Young Adult,Contemporary,2016,Harlequin Teen
5669,The School for Scandal,Richard Brinsley Sheridan,91,English,3.62,7695,242,Plays,Classics,Drama,1777,Digireads.com
5670,The Feast of All Saints,Anne Rice,570,English,3.87,18083,460,Fiction,Historical Fiction,Horror,1979,Ballantine Books
5671,When Crickets Cry,Charles Martin,336,English,4.35,41738,4204,Fiction,Christian Fiction,Christian,2006,Thomas Nelson
5672,Wideacre,Philippa Gregory,688,English,3.34,24838,2113,Historical Fiction,Fiction,Historical,1987,Washington Square Press
5673,Accordance,Shelly Crane,314,English,4.26,28520,1132,Paranormal,Young Adult,Romance,2011,"Kiss Me Publications, LLC"
5674,Curse of the Bane,Joseph   Delaney,480,English,4.12,29798,1255,Fantasy,Young Adult,Horror,2005,Greenwillow Books
5675,Saatleri Ayarlama Enstitüsü,Ahmet Hamdi Tanpınar,395,Turkish,4.4,13519,873,Fiction,Turkish Literature,Turkish,1954,Dergah Yayınları
5676,That Boy,Jillian Dodd,304,English,3.94,42293,2986,Romance,Young Adult,Contemporary,2011,JILLIAN DODD INC.
5677,Sever,Lauren DeStefano,371,English,3.79,26358,2585,Young Adult,Dystopia,Romance,2013,Simon \u0026 Schuster Books For Young Readers
5678,Size 12 Is Not Fat,Meg Cabot,345,English,3.76,86201,2875,Chick Lit,Mystery,Romance,2005,William Morrow Paperbacks
5679,When You Are Engulfed in Flames,David Sedaris,323,English,4.07,204172,10302,Humor,Nonfiction,Memoir,2008,Little Brown and Company
5680,The Prestige,Christopher Priest,404,English,3.91,21057,2299,Fiction,Fantasy,Historical Fiction,1995,Tom Doherty Associates Tor Books
5681,American Assassin,Vince Flynn,435,English,4.25,87140,4026,Thriller,Fiction,Espionage,2010,Atria Simon \u0026 Schuster
5682,Rock Chick Rescue,Kristen Ashley,500,English,4.3,36941,2289,Romance,Contemporary Romance,Contemporary,2009,YouWriteOn
5683,172 Hours on the Moon,Johan Harstad,368,English,3.54,13266,3023,Horror,Young Adult,Science Fiction,2008,Atom
5684,Drop City,T. Coraghessan Boyle,497,English,3.82,14525,1073,Fiction,Historical Fiction,Novels,2003,Penguin Books
5685,Good Wives,Louisa May Alcott,248,English,3.97,38300,2400,Classics,Fiction,Romance,1869,Kessinger 
5686,Heartless,Anne Elisabeth Stengl,368,English,3.76,3376,524,Fantasy,Young Adult,Christian Fiction,2010,Bethany House Publishers
5687,The Jewel,Amy Ewing,373,English,3.86,44621,4973,Young Adult,Fantasy,Dystopia,2014,HarperTeen
5688,Prelude to Foundation,Isaac Asimov,464,English,4.15,82986,2289,Science Fiction,Fiction,Science Fiction Fantasy,1988,Voyager
5689,Kiss of the Spider Woman,Manuel Puig,281,English,4.0,16845,1305,Fiction,LGBT,Classics,1976,Vintage
5691,Dark Fire,Christine Feehan,390,English,4.32,22958,539,Paranormal Romance,Romance,Paranormal,2001,Love Spell
5692,Discipline and Punish: The Birth of the Prison,Michel Foucault,333,English,4.23,30834,1270,Philosophy,History,Sociology,1975,Vintage
5693,Cleopatra: A Life,Stacy Schiff,369,English,3.72,114392,5683,History,Biography,Nonfiction,2010,"Little, Brown and Company"
5694,Girl of Nightmares,Kendare Blake,332,English,3.85,30977,3761,Young Adult,Horror,Paranormal,2012,Tor Teen
5695,"Henry VI, Part 1",William Shakespeare,123,English,3.55,8413,670,Plays,Classics,Drama,1592,Penguin Classics
5696,Stand on Zanzibar,John Brunner,672,English,3.94,16109,736,Science Fiction,Fiction,Dystopia,1968,Gollancz
5697,Hunger Makes Me a Modern Girl,Carrie Brownstein,244,English,3.83,33881,2804,Nonfiction,Memoir,Music,2015,Riverhead Books
5698,Wanted,Sara Shepard,261,English,4.1,44453,1917,Young Adult,Mystery,Fiction,2010,HarperTeen
5699,Ever,Gail Carson Levine,244,English,3.47,21268,1806,Fantasy,Young Adult,Romance,2008,HarperCollins
5700,The Black Book,Orhan Pamuk,466,English,3.92,11652,985,Fiction,Turkish Literature,Turkish,1990,Vintage
5701,Out of the Dark,Quinn Loftis,253,English,4.48,15873,657,Paranormal,Werewolves,Young Adult,2012,Vintage
5702,The Insulted and Humiliated,Fyodor Dostoevsky,460,English,4.24,18952,1521,Classics,Fiction,Russian Literature,1861,University Press of the Pacific
5703,Dinner with a Vampire,Abigail Gibbs,549,English,3.74,10883,1490,Vampires,Fantasy,Paranormal,2012,Harper Voyager
5705,The Warmth of Other Suns: the Epic Story of America's Great Migration,Isabel Wilkerson,622,English,4.45,94060,11310,History,Nonfiction,Race,2010,Random House
5706,The Sword of Shannara Trilogy,Terry Brooks,1200,English,3.96,23470,485,Fantasy,Fiction,Epic Fantasy,1979,Del Rey
5707,Ink and Bone,Rachel Caine,362,English,3.97,27825,4777,Fantasy,Young Adult,Fiction,2015,Berkley
5708,"One Summer: America, 1927",Bill Bryson,456,English,4.09,50249,5419,History,Nonfiction,American History,2013,Doubleday
5710,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,260,English,3.84,82157,4221,Nonfiction,Psychology,Economics,2008,Penguin Books
5711,The Robots of Dawn,Isaac Asimov,438,English,4.18,46719,1753,Science Fiction,Fiction,Mystery,1983,Spectra
5712,Intuition,Amy A. Bartol,394,English,4.27,25742,970,Angels,Paranormal,Fantasy,2011,Createspace
5713,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,Bertrand Russell,266,English,4.01,20394,804,Philosophy,Religion,Nonfiction,1957,Touchstone
5714,The Turn of the Key,Ruth Ware,337,English,3.93,243114,27469,Mystery,Thriller,Fiction,2019,Scout Press
5715,Shirley,Charlotte Brontë,624,English,3.75,33612,1489,Classics,Fiction,Romance,1849,Penguin Classics
5716,The Dwarf,Pär Lagerkvist,228,English,3.73,6423,445,Fiction,Classics,Swedish Literature,1944,Hill and Wang
5717,The Apothecary,Maile Meloy,362,English,4.06,13995,1767,Fantasy,Historical Fiction,Young Adult,2011,G.P. Putnam’s Sons
5718,Blood Rites,Quinn Loftis,223,English,4.39,21587,977,Paranormal,Werewolves,Young Adult,2011,Vintage
5719,The Girl Before,J.P. Delaney,341,English,3.7,148284,12653,Thriller,Mystery,Fiction,2017,Ballantine Books
5720,Story of a Soul: The Autobiography of St. Thérèse of Lisieux,Thérèse of Lisieux,306,English,4.4,16298,955,Catholic,Religion,Biography,1898,ICS Publications
5721,Shake Hands with the Devil,Roméo Dallaire,562,English,4.23,12343,772,Nonfiction,History,Africa,2003,Da Capo Press
5722,Dance with a Vampire,Ellen Schreiber,179,English,4.01,25332,543,Vampires,Young Adult,Paranormal,2007,Katherine Tegen Books
5723,Vampireville,Ellen Schreiber,192,English,3.93,24291,574,Vampires,Young Adult,Paranormal,2006,Katherine Tegen Books
5724,Bleeding Violet,Dia Reeves,454,English,3.62,5537,759,Young Adult,Fantasy,Paranormal,2009,Simon Pulse
5725,Odinsbarn,Siri Pettersen,621,Norwegian,4.13,9172,1210,Fantasy,Young Adult,Mythology,2013,Gyldendal
5727,Killer Instinct,Jennifer Lynn Barnes,375,English,4.34,26183,2263,Mystery,Young Adult,Thriller,2014,Disney-Hyperion
5728,The Little Paris Bookshop,Nina George,392,English,3.51,95464,13370,Fiction,Romance,Books About Books,2013,Crown
5729,The Death of Mrs. Westaway,Ruth Ware,368,English,3.82,158855,16906,Mystery,Thriller,Fiction,2018,Scout Press
5730,The Girl in the Tower,Katherine Arden,360,English,4.36,88568,9960,Fantasy,Historical Fiction,Fiction,2017,Del Rey 
5731,Wedding Night,Sophie Kinsella,464,English,3.46,92498,6597,Chick Lit,Romance,Fiction,2013,Dial Press
5732,Quests for Glory,Soman Chainani,18,English,4.13,20000,1271,Fantasy,Middle Grade,Young Adult,2017,Harper Audio
5733,Endless Knight,Kresley Cole,320,English,4.36,24058,2395,Young Adult,Fantasy,Paranormal,2013,Simon \u0026 Schuster Books for Young Readers
5734,حول العالم في 200 يوم,أنيس منصور,604,Arabic,4.06,11097,935,Travel,Nonfiction,Literature,1963,دار الشروق
5735,De donkere kamer van Damokles,Willem Frederik Hermans,335,Dutch; Flemish,3.81,11583,500,Fiction,Dutch Literature,Literature,1958,Van Oorschot
5736,The Black Circle,Patrick Carman,168,English,4.01,51319,881,Mystery,Adventure,Middle Grade,2009,Scholastic Inc.
5737,Lick,Kylie Scott,286,English,4.07,86943,7004,Romance,New Adult,Contemporary,2013,Momentum
5738,Rebel Belle,Rachel Hawkins,345,English,3.81,41558,5557,Young Adult,Fantasy,Romance,2014,Putnam Juvenile
5739,An Old-Fashioned Girl,Louisa May Alcott,288,English,4.08,19614,1134,Classics,Fiction,Young Adult,1870,Dodo Press
5740,Eichmann in Jerusalem: A Report on the Banality of Evil,Hannah Arendt,312,English,4.2,24387,2055,History,Nonfiction,Philosophy,1963,Penguin Classics
5741,Twilight Eyes,Dean Koontz,464,English,3.92,26409,605,Horror,Fiction,Thriller,1985,Berkley Books
5742,The Devil's Arithmetic,Jane Yolen,170,English,4.02,58280,2672,Historical Fiction,Young Adult,Holocaust,1988,Puffin Books
5743,Doctor Glas,Hjalmar Söderberg,160,English,3.73,11695,702,Classics,Fiction,Swedish Literature,1905,Anchor
5744,Entice,Carrie Jones,266,English,4.02,31600,1258,Young Adult,Fantasy,Paranormal,2010,Bloomsbury
5745,Lady Luck,Kristen Ashley,535,English,4.4,38748,2398,Romance,Contemporary Romance,Contemporary,2011,"Amazon Digital Services, Inc."
5746,Angels in America,Tony Kushner,304,English,4.28,20408,1051,Plays,Drama,LGBT,1993,Theatre Communications Group
5747,The Diamond of Darkhold,Jeanne DuPrau,293,English,3.82,27696,1991,Young Adult,Dystopia,Fantasy,2008,Random House
5748,Cast in Shadow,Michelle Sagara,507,English,3.8,17099,1098,Fantasy,Urban Fantasy,Magic,2005,Luna
5749,City of Girls,Elizabeth Gilbert,470,English,4.04,266222,24775,Historical Fiction,Fiction,Audiobook,2019,Riverhead Books
5750,يوميات نائب في الأرياف,Tawfiq Al-Hakim,160,Arabic,3.9,9259,1128,Novels,Fiction,Literature,1937,دار الشروق
5751,Midnight's Daughter,Karen Chance,373,English,4.0,19654,790,Urban Fantasy,Vampires,Paranormal,2008,New American Library
5752,Zodiac,Robert Graysmith,307,English,3.92,23907,1086,True Crime,Nonfiction,Crime,1986,Berkley
5753,Hereafter,Tara Hudson,404,English,3.71,16923,1698,Young Adult,Paranormal,Ghosts,2011,HarperTeen
5754,Lullabies for Little Criminals,Heather O'Neill,330,English,4.02,24365,1863,Fiction,Canada,Contemporary,2006,Harper Perennial
5755,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",Erik Larson,323,English,4.04,59448,4787,History,Nonfiction,Science,1999,Vintage Books USA
5756,The Transfer,Veronica Roth,55,English,4.16,54190,3040,Young Adult,Dystopia,Short Stories,2013,Katherine Tegen Books
5757,Letters to the Lost,Brigid Kemmerer,391,English,4.34,41472,6468,Romance,Contemporary,Young Adult,2017,Bloomsbury USA Childrens
5758,The Missing Piece,Shel Silverstein,112,English,4.27,29631,1067,Poetry,Childrens,Picture Books,1976,Harper \u0026 Row
5759,Radiance,Alyson Noel,192,English,3.55,15770,1485,Fantasy,Young Adult,Paranormal,2010,Square Fish
5760,The Fairy Godmother,Mercedes Lackey,479,English,3.98,18168,1092,Fantasy,Romance,Fairy Tales,2004,Luna
5761,2010: Odyssey Two,Arthur C. Clarke,320,English,3.94,55542,1422,Science Fiction,Fiction,Science Fiction Fantasy,1982,Del Rey
5762,That Wedding,Jillian Dodd,460,English,4.15,16846,993,Romance,New Adult,Contemporary,2012,Vintage
5763,Buried Child,Sam Shepard,120,English,3.86,9620,276,Plays,Drama,Fiction,1979,Vintage
5765,The Tyrant’s Tomb,Rick Riordan,439,English,4.35,59449,4567,Fantasy,Mythology,Young Adult,2019,Disney Hyperion
5767,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,560,English,4.09,23895,1091,Psychology,Science,Nonfiction,2002,Penguin Books
5768,The Fire Within,Chris d'Lacey,340,English,3.8,30539,1771,Fantasy,Dragons,Young Adult,2001,Scholastic Inc.
5769,Junie B. Jones and the  Stupid Smelly Bus,Barbara Park,69,English,3.97,27198,2285,Childrens,Fiction,Chapter Books,1992,Random House
5770,"One, No One and One Hundred Thousand",Luigi Pirandello,160,English,4.05,20497,1184,Classics,Fiction,Italian Literature,1926,Marsilio Publishers
5771,NurtureShock: New Thinking About Children,Po Bronson,336,English,4.03,26012,3106,Parenting,Nonfiction,Psychology,2008,Twelve
5772,The White Queen,Philippa Gregory,415,English,3.95,170769,7732,Historical Fiction,Fiction,Historical,2009,Atria Books
5773,Look Into My Eyes,Lauren Child,390,English,4.22,7745,658,Mystery,Middle Grade,Fiction,2011,HarperCollins Publishers
5774,Every Boy's Got One,Meg Cabot,328,English,3.76,24314,1098,Chick Lit,Romance,Fiction,2004,Pan Macmillian 
5775,The Last Templar,Raymond Khoury,523,English,3.62,43852,1868,Fiction,Thriller,Historical Fiction,2005,Berkley
5776,Dreams of Joy,Lisa See,354,English,4.09,62328,5180,Historical Fiction,Fiction,China,2011,Random House
5777,Embrace the Night,Karen Chance,378,English,4.09,22825,573,Urban Fantasy,Paranormal,Vampires,2008,Ace
5778,Gone,Lisa McMann,214,English,3.71,31147,2022,Young Adult,Fantasy,Paranormal,2010,Simon \u0026 Schuster Books for Young Readers
5779,I Will Wait for You: Eternal Bliss,Linda Masemore Pirrung,138,English,4.44,113,25,Romance,Fiction,Fiction,2006,iUniverse
5780,The Ragged Trousered Philanthropists,Robert Tressell,608,English,4.03,9188,685,Fiction,Classics,Politics,1914,HarperCollins Publishers
5781,The History Boys,Alan Bennett,109,English,3.96,10671,450,Plays,Drama,Fiction,2004,Faber \u0026 Faber
5782,Eureka Street,Robert McLiam Wilson,396,English,4.17,3889,350,Fiction,Ireland,Irish Literature,1996,Ballantine Books
5783,Nemesis,Jo Nesbø,480,English,3.98,71754,3175,Crime,Mystery,Fiction,2002,Harper
5784,Reconstructing Amelia,Kimberly McCreight,382,English,3.83,129963,12031,Mystery,Fiction,Thriller,2013,HarperCollins
5785,Something About You,Julie James,307,English,3.94,61045,2773,Romance,Contemporary Romance,Contemporary,2010,Berkley Sensation
5786,Prince Lestat,Anne Rice,458,English,3.83,22520,2584,Horror,Fantasy,Vampires,2014,Alfred A. Knopf
5787,The Heart of Betrayal,Mary E. Pearson,473,English,4.21,70638,7265,Fantasy,Young Adult,Romance,2015,Henry Holt and Co. (BYR)
5789,The Ballad of Never After,Stephanie Garber,384,English,4.56,63534,13090,Fantasy,Romance,Young Adult,2022,Hodder \u0026 Stoughton
5790,If You Give a Moose a Muffin,Laura Numeroff,32,English,4.2,61954,1174,Picture Books,Childrens,Animals,1991,HarperCollins
5791,Enticed,Jessica Shirvington,413,English,4.27,14978,853,Angels,Young Adult,Fantasy,2011,Hachette
5792,Unhinged,A.G. Howard,387,English,4.19,26228,3058,Fantasy,Young Adult,Romance,2014,Amulet Books
5793,The Notebooks of Malte Laurids Brigge,Rainer Maria Rilke,237,English,3.96,8362,598,Fiction,Classics,German Literature,1910,W. W. Norton  Company
5794,The Go-Between,L.P. Hartley,326,English,3.99,10935,972,Classics,Fiction,Historical Fiction,1953,New York Review of Books
5795,Annabel Horton And The Black Witch of Pau,Olivia Hardy Ray,280,English,4.33,149,16,Novels,Drama,Contemporary,2006,Chattercreek
5796,Kingdom of Ash,Sarah J. Maas,922,English,4.64,326336,32137,Fantasy,Young Adult,Romance,2018,Bloomsbury YA
5797,Sorcery & Cecelia: or The Enchanted Chocolate Pot,Patricia C. Wrede,326,English,4.02,19830,2330,Fantasy,Young Adult,Historical Fiction,1988,Harcourt
5798,Jackdaws,Ken Follett,432,English,4.04,35841,1688,Historical Fiction,Fiction,Thriller,2001,Penguin Books
5799,The Pilgrimage,Paulo Coelho,226,English,3.65,58271,2648,Fiction,Philosophy,Spirituality,1987,Thorsons
5800,com نسيان,Ahlam Mosteghanemi,335,Arabic,3.68,28851,2522,Novels,Romance,Fiction,2009,دار الآداب
5801,Into the Gauntlet,Margaret Peterson Haddix,327,English,3.97,60850,974,Mystery,Adventure,Middle Grade,2010,Scholastic Inc.
5802,The Lady in the Lake,Raymond Chandler,266,English,4.05,24131,1337,Mystery,Fiction,Crime,1943,Vintage Crime/Black Lizard
5803,Caim,José Saramago,184,Portuguese,3.96,26638,2458,Fiction,Religion,Historical Fiction,2009,Editorial Caminho
5804,Rock Chick Regret,Kristen Ashley,504,English,4.53,31283,1690,Romance,Contemporary Romance,Contemporary,2011,Vintage
5806,A House for Mr Biswas,V.S. Naipaul,623,English,3.81,20430,1311,Fiction,Classics,Literature,1961,Picador
5808,"Hamlet: Screenplay, Introduction And Film Diary",Kenneth Branagh,208,English,4.14,183243,243,Classics,Plays,Fiction,1996,W. W. Norton \u0026 Company
5810,"Liar, Temptress, Soldier, Spy: Four Women Undercover in the Civil War",Karen Abbott,513,English,3.75,15465,2198,Nonfiction,History,Civil War,2014,Harper
5811,House of Salt and Sorrows,Erin A. Craig,403,English,3.92,73983,13271,Fantasy,Young Adult,Retellings,2019,Delacorte
5812,The General's Daughter,Nelson DeMille,464,English,4.1,63046,851,Fiction,Mystery,Thriller,1992,Grand Central Publishing
5813,The Chronicles of Prydain,Lloyd Alexander,1104,English,4.42,7421,311,Fantasy,Fiction,Young Adult,1989,Square Fish
5814,Paladin of Souls,Lois McMaster Bujold,470,English,4.18,24176,1480,Fantasy,Fiction,Hugo Awards,2003,HarperTorch
5815,Lizard Music,D. Manus Pinkwater,136,English,4.16,2068,242,Fantasy,Fiction,Young Adult,1976,Yearling Books
5816,Kiss of a Demon King,Kresley Cole,417,English,4.32,43007,1569,Paranormal Romance,Paranormal,Romance,2009,Pocket Books
5818,Woman on the Edge of Time,Marge Piercy,376,English,3.94,16221,1245,Fiction,Science Fiction,Feminism,1976,Fawcett
5819,Skinwalker,Faith Hunter,320,English,3.93,37480,2249,Urban Fantasy,Fantasy,Paranormal,2009,Ace
5820,The Happy Prince,Oscar Wilde,32,English,4.21,32301,1454,Classics,Short Stories,Fiction,1888,Dutton Books
5821,The Buried Giant,Kazuo Ishiguro,317,English,3.56,96499,12149,Fantasy,Fiction,Historical Fiction,2015,Alfred A. Knopf
5822,Lies a River Deep,Vera Jane Cook,244,English,4.23,153,13,Contemporary,Fiction,Fiction,2012,Chatter Creek Publishing
5823,Darkdawn,Jay Kristoff,491,English,4.31,39646,5865,Fantasy,Adult,Fiction,2019,Thomas Dunne Books
5824,Among the Barons,Margaret Peterson Haddix,208,English,4.09,22469,812,Young Adult,Dystopia,Science Fiction,2003,Aladdin
5825,Dirt Music,Tim Winton,465,English,3.86,13673,852,Fiction,Australia,Contemporary,2002,Macmillan Pub Ltd
5826,Life and Death in Shanghai,Nien Cheng,547,English,4.31,12904,1090,China,Nonfiction,History,1986,Penguin
5827,De brief voor de koning,Tonke Dragt,455,Dutch; Flemish,4.17,11496,929,Fantasy,Young Adult,Fiction,1962,Leopold Amsterdam
5828,Saint Anything,Sarah Dessen,417,English,4.03,61462,6621,Young Adult,Romance,Contemporary,2015,Viking
5829,The Dark Secret,Tui T. Sutherland,336,English,4.44,27072,1047,Fantasy,Dragons,Middle Grade,2013,Scholastic Press
5830,The Argonauts: A Memoir,Maggie Nelson,160,English,4.02,44213,4465,Nonfiction,Memoir,Feminism,2015,Graywolf Press
5831,One False Note,Gordon Korman,174,English,3.9,52398,1853,Mystery,Adventure,Fiction,2008,Scholastic Inc.
5832,Crush,Lacey Weatherford,332,English,3.95,23708,1333,Romance,Young Adult,Contemporary,2012,Moonstruck Media
5833,Fences,August Wilson,101,English,3.88,24633,1663,Plays,Drama,Classics,1986,Plume
5834,She Who Became the Sun,Shelley Parker-Chan,416,English,3.89,50618,9209,Fantasy,Historical Fiction,LGBT,2021,Tor Books
5835,Twisted Hate,Ana Huang,522,English,4.08,196159,18826,Romance,Contemporary,Contemporary Romance,2022,Vintage
5836,Fateful,Claudia Gray,328,English,3.88,10917,1563,Young Adult,Paranormal,Historical Fiction,2011,HarperCollins Publishers
5837,The Beauty of Darkness,Mary E. Pearson,684,English,4.19,54071,6187,Fantasy,Young Adult,Romance,2016,Henry Holt and Co. (BYR)
5838,Precious Bane,Mary Webb,328,English,4.21,2990,558,Classics,Fiction,Historical Fiction,1924,University of Notre Dame Press
5839,The Tibetan Book of Living and Dying,Sogyal Rinpoche,444,English,4.21,28337,906,Spirituality,Buddhism,Nonfiction,1992,HarperOne
5840,Sorceress of Darshiva,David Eddings,371,English,4.1,45661,351,Fantasy,Fiction,Epic Fantasy,1989,Del Rey Books
5841,Divine Justice,David Baldacci,326,English,4.22,54208,1774,Fiction,Thriller,Mystery,2008,Grand Central Publishing
5842,All Families are Psychotic,Douglas Coupland,288,English,3.7,13973,646,Fiction,Canada,Contemporary,2001,Bloomsbury USA
5843,Unfinished Tales of Númenor and Middle-Earth,J.R.R. Tolkien,452,English,3.99,37521,1189,Fantasy,Fiction,Classics,1980,HarperCollins
5844,"Henry IV, Part 2",William Shakespeare,320,English,3.77,19161,711,Plays,Classics,Drama,1598,Bantam Classics
5845,Illuminations,Arthur Rimbaud,182,English,4.34,12233,434,Poetry,Classics,France,1875,New Directions 
5846,Mariana,Susanna Kearsley,352,English,4.08,24470,2646,Historical Fiction,Romance,Time Travel,1994,Bantam Books (Mm)
5847,Keeping Faith,Jodi Picoult,422,English,3.81,83354,4026,Fiction,Contemporary,Chick Lit,2006,William Morrow Paperbacks
5848,The World of Winnie-the-Pooh,A.A. Milne,353,English,4.42,47391,1011,Classics,Childrens,Fiction,1926,Dutton Books for Young Readers
5849,A Place Called Here,Cecelia Ahern,485,English,3.68,33575,2102,Chick Lit,Fiction,Romance,2006,HarperCollins
5850,The Inexplicable Logic of My Life,Benjamin Alire Sáenz,452,English,4.13,24925,4366,Young Adult,Contemporary,LGBT,2017,Clarion Books
5851,I Miss The World,Violet LeVoit,154,English,3.85,319,53,Horror,Fiction,Crime,2016,King Shot Press
5852,Sarum: The Novel of England,Edward Rutherfurd,912,English,4.08,43733,1758,Historical Fiction,Fiction,Historical,1987,Gramercy
5853,Freedom at Midnight,Larry Collins,629,English,4.32,9925,783,History,Nonfiction,India,1975,Vikas Publishing House
5854,Guardians of the West,David Eddings,438,English,4.1,52700,677,Fantasy,Fiction,Epic Fantasy,1987,Del Rey
5855,"Through a Glass, Darkly",Jostein Gaarder,176,English,3.81,7873,518,Fiction,Philosophy,Young Adult,1993,Orion Children's Books (an Imprint of The Orion Publishing Group Ltd )
5856,The Iceman Cometh,Eugene O'Neill,236,English,3.9,9760,308,Plays,Drama,Classics,1946,Yale University Press
5857,A Murder Is Announced,Agatha Christie,288,English,4.0,65289,3875,Mystery,Fiction,Crime,1950,Black Dog \u0026 Leventhal Publishers
5858,Foundation's Edge,Isaac Asimov,450,English,4.17,84489,1956,Science Fiction,Fiction,Classics,1982,Bantam/Spectra
5859,The Boys from Brazil,Ira Levin,312,English,4.06,37454,1060,Fiction,Thriller,Horror,1976,Random House 
5861,The Leopard,Jo Nesbø,634,English,4.09,56618,3411,Crime,Mystery,Fiction,2009,Vintage
5862,Shatter Me,Tahereh Mafi,338,English,3.89,674564,66410,Fantasy,Young Adult,Dystopia,2011,HarperCollins
5863,The Prose Edda,Snorri Sturluson,224,English,4.16,13277,700,Mythology,Classics,History,1220,Penguin Classics
5864,Main Street,Sinclair Lewis,454,English,3.77,25319,1325,Classics,Fiction,Literature,1920,Modern Library
5865,Tempt Me at Twilight,Lisa Kleypas,373,English,4.16,43915,2636,Historical Romance,Romance,Historical,2009,St. Martin's Paperbacks
5866,هيبتا,محمد صادق,223,Arabic,3.73,55076,6337,Novels,Romance,Fiction,2014,الرواق للنشر والتوزيع
5867,Letter to a Child Never Born,Oriana Fallaci,128,English,3.97,18541,1335,Fiction,Novels,Italian Literature,1975,Pocket
5868,Eado's Birth,Julie Mannino,281,English,4.82,17,12,Fantasy,Fiction,Fiction,2006,Vintage
5869,Child of Another Kind,Steven Decker,318,English,4.31,975,33,Fantasy,Fiction,Fiction,2006, TIER Books
5870,Pictures of Hollis Woods,Patricia Reilly Giff,166,English,4.02,29214,2233,Young Adult,Realistic Fiction,Fiction,2002,Scholastic
5871,Chasing the Prophecy,Brandon Mull,512,English,4.38,20790,1343,Fantasy,Young Adult,Middle Grade,2013,Aladdin
5872,The Bartimaeus Trilogy Boxed Set,Jonathan Stroud,1552,English,4.43,5816,279,Fantasy,Young Adult,Fiction,2012,"Little, Brown Books for Young Readers"
5873,Child of All Nations,Pramoedya Ananta Toer,352,English,4.41,6953,564,Fiction,Novels,Indonesian Literature,1975,Penguin Books
5874,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,Jenna Miscavige Hill,402,English,3.76,37652,3439,Nonfiction,Memoir,Religion,2013,William Morrow/HarperCollins (NYC)
5875,Métaphysique des tubes,Amélie Nothomb,156,French,3.92,13997,977,Fiction,France,Contemporary,2000,Le Livre de Poche
5876,Archangel's Consort,Nalini Singh,324,English,4.22,42289,1910,Paranormal,Urban Fantasy,Romance,2011,Gollancz
5877,Chloe's Purpose,Julie Mannino,275,English,4.75,20,14,Fantasy,Fiction,Fiction,2006,Vintage
5878,Cynric Ella,Julie Mannino,99,English,4.27,26,17,M M Romance,Fantasy,LGBT,2006,Vintage
5879,The Stories of John Cheever,John Cheever,693,English,4.26,14835,817,Short Stories,Fiction,Classics,1978,Vintage International
5880,Intertwined,Gena Showalter,440,English,3.87,18620,1266,Young Adult,Paranormal,Fantasy,2009,Harlequin Teen
5881,Lost in Time,Melissa de la Cruz,342,English,4.04,27139,952,Vampires,Young Adult,Fantasy,2011,Hyperion
